ProductID,Brand,Category,Subcategory,ProductLine,ProductLineType,ProductName,Description,Gender,Material,Season,Color,PrimaryPurpose,WeatherProfile,Terrain,Waterproofing,Insulation,SizeCurve,PriceUSD,Rating
PRD-190BB3E7,NorthPeak,Apparel/Sportswear,Shirts,Trail Shaper,Apparel/Sportswear,Trail Shaper CascadeCore Shirt,Trail Shaper CascadeCore Shirt engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Recycled Polyester and none/dwr protection; insulation: none.,Unisex,Recycled Polyester,All-season,Charcoal,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,None/DWR,None,"XS,S,M,L,XL,XXL",54,4.7
PRD-636507A3,AlpineCo,Apparel/Sportswear,Shirts,Trail Shaper,Apparel/Sportswear,Trail Shaper AuroraShield Shirt,Trail Shaper AuroraShield Shirt engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Nylon and none/dwr protection; insulation: none.,Women,Nylon,All-season,Olive,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,None/DWR,None,"XS,S,M,L,XL",68,4.3
PRD-7A034205,TrailForge,Apparel/Sportswear,Pants,Terminal Tackle,Apparel/Sportswear,Terminal Tackle EvergreenLite Pants,Terminal Tackle EvergreenLite Pants engineered for fishing on riverbank/boat in cool/wet conditions. Built with Nylon/Elastane and water resistant protection; insulation: none.,Women,Nylon/Elastane,All-season,Sand,Fishing,Cool/Wet,Riverbank/Boat,Water resistant,None,"XS,S,M,L,XL",102,4.7
PRD-A7467B87,NorthPeak,Apparel/Sportswear,Pants,Terminal Tackle,Apparel/Sportswear,Terminal Tackle FrontierFlex Pants,Terminal Tackle FrontierFlex Pants engineered for skiing on snow/mountain in cold/wet conditions. Built with Nylon/Elastane and water resistant protection; insulation: none.,Women,Nylon/Elastane,Winter,Cobalt,Skiing,Cold/Wet,Snow/Mountain,Water resistant,None,"XS,S,M,L,XL",159,4.5
PRD-8880E7E5,AlpineCo,Apparel/Sportswear,Pants,Terminal Tackle,Apparel/Sportswear,Terminal Tackle SierraLite Pants,Terminal Tackle SierraLite Pants engineered for fishing on riverbank/boat in cool/wet conditions. Built with Softshell and water resistant protection; insulation: none.,Unisex,Softshell,All-season,Crimson,Fishing,Cool/Wet,Riverbank/Boat,Water resistant,None,"XS,S,M,L,XL,XXL",118,4.4
PRD-22284E45,TrailForge,Apparel/Sportswear,Pants,Terminal Tackle,Apparel/Sportswear,Terminal Tackle VentureX Pants,Terminal Tackle VentureX Pants engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Nylon/Elastane and water resistant protection; insulation: none.,Men,Nylon/Elastane,All-season,Sand,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Water resistant,None,"S,M,L,XL,XXL",171,4.8
PRD-B39D297A,NorthPeak,Apparel/Sportswear,Pants,Terminal Tackle,Apparel/Sportswear,Terminal Tackle AuroraGTX Pants,Terminal Tackle AuroraGTX Pants engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Softshell and water resistant protection; insulation: none.,Women,Softshell,All-season,Olive,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Water resistant,None,"XS,S,M,L,XL",139,4.4
PRD-CE1854B2,AlpineCo,Apparel/Sportswear,Pants,Terminal Tackle,Apparel/Sportswear,Terminal Tackle RidgePrime Pants,Terminal Tackle RidgePrime Pants engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Softshell and water resistant protection; insulation: none.,Men,Softshell,All-season,Cobalt,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Water resistant,None,"S,M,L,XL,XXL",137,4.6
PRD-E4F6D6C4,TrailForge,Apparel/Sportswear,Pants,Terminal Tackle,Apparel/Sportswear,Terminal Tackle TerraThermo Pants,Terminal Tackle TerraThermo Pants engineered for backpacking on mixed trails in variable conditions. Built with Nylon/Elastane and water resistant protection; insulation: none.,Men,Nylon/Elastane,All-season,Cobalt,Backpacking,Variable,Mixed Trails,Water resistant,None,"S,M,L,XL,XXL",175,4.7
PRD-296189A6,NorthPeak,Apparel/Sportswear,Pants,PFG Tech,Apparel/Sportswear,PFG Tech GlacierGrid Pants,PFG Tech GlacierGrid Pants engineered for fishing on riverbank/boat in cool/wet conditions. Built with Softshell and water resistant protection; insulation: none.,Women,Softshell,All-season,Plum,Fishing,Cool/Wet,Riverbank/Boat,Water resistant,None,"XS,S,M,L,XL",188,4.3
PRD-DB0ADB47,AlpineCo,Apparel/Sportswear,Shirts,PFG Tech,Apparel/Sportswear,PFG Tech EvergreenGTX Shirt,PFG Tech EvergreenGTX Shirt engineered for trail running on mixed trails in warm/variable conditions. Built with Merino Blend and none/dwr protection; insulation: none.,Women,Merino Blend,All-season,Navy,Trail Running,Warm/Variable,Mixed Trails,None/DWR,None,"XS,S,M,L,XL",35,4.7
PRD-AFB5A9C1,TrailForge,Apparel/Sportswear,Pants,PFG Tech,Apparel/Sportswear,PFG Tech StormGrid Pants,PFG Tech StormGrid Pants engineered for backpacking on mixed trails in variable conditions. Built with Softshell and water resistant protection; insulation: none.,Women,Softshell,All-season,Olive,Backpacking,Variable,Mixed Trails,Water resistant,None,"XS,S,M,L,XL",102,4.4
PRD-CDA0C0B2,NorthPeak,Apparel/Sportswear,Shirts,PFG Tech,Apparel/Sportswear,PFG Tech PioneerThermo Shirt,PFG Tech PioneerThermo Shirt engineered for casual/urban on city/commute in any conditions. Built with Recycled Polyester and none/dwr protection; insulation: none.,Unisex,Recycled Polyester,All-season,Cobalt,Casual/Urban,Any,City/Commute,None/DWR,None,"XS,S,M,L,XL,XXL",44,4.8
PRD-4A255C4A,AlpineCo,Apparel/Sportswear,Shorts,PFG Tech,Apparel/Sportswear,PFG Tech AuroraX Shorts,PFG Tech AuroraX Shorts engineered for casual/urban on city/commute in any conditions. Built with Nylon/Elastane and none/dwr protection; insulation: none.,Unisex,Nylon/Elastane,Summer,Plum,Casual/Urban,Any,City/Commute,None/DWR,None,"XS,S,M,L,XL,XXL",93,4.3
PRD-88E86FDA,TrailForge,Apparel/Sportswear,Pants,PFG Tech,Apparel/Sportswear,PFG Tech StormFlex Pants,PFG Tech StormFlex Pants engineered for backpacking on mixed trails in variable conditions. Built with Hardshell and water resistant protection; insulation: none.,Unisex,Hardshell,All-season,Sand,Backpacking,Variable,Mixed Trails,Water resistant,None,"XS,S,M,L,XL,XXL",163,4.2
PRD-A3C06946,NorthPeak,Apparel/Sportswear,Shirts,PFG Tech,Apparel/Sportswear,PFG Tech HorizonX Shirt,PFG Tech HorizonX Shirt engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Nylon and none/dwr protection; insulation: none.,Men,Nylon,All-season,Olive,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,None/DWR,None,"S,M,L,XL,XXL",73,4.4
PRD-9950916F,AlpineCo,Apparel/Sportswear,Pants,Summit Motion,Apparel/Sportswear,Summit Motion VentureThermo Pants,Summit Motion VentureThermo Pants engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Hardshell and water resistant protection; insulation: none.,Unisex,Hardshell,All-season,Sand,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Water resistant,None,"XS,S,M,L,XL,XXL",139,4.4
PRD-69CB781D,TrailForge,Apparel/Sportswear,Shorts,Summit Motion,Apparel/Sportswear,Summit Motion SummitX Shorts,Summit Motion SummitX Shorts engineered for water sports on wet/river/beach in warm/wet conditions. Built with Nylon and none/dwr protection; insulation: none.,Unisex,Nylon,Summer,Olive,Water Sports,Warm/Wet,Wet/River/Beach,None/DWR,None,"XS,S,M,L,XL,XXL",79,4.3
PRD-16DAEA07,NorthPeak,Apparel/Sportswear,Pants,Summit Motion,Apparel/Sportswear,Summit Motion PioneerShield Pants,Summit Motion PioneerShield Pants engineered for skiing on snow/mountain in cold/wet conditions. Built with Nylon/Elastane and water resistant protection; insulation: none.,Men,Nylon/Elastane,Winter,Olive,Skiing,Cold/Wet,Snow/Mountain,Water resistant,None,"S,M,L,XL,XXL",162,4.4
PRD-C4A54878,AlpineCo,Apparel/Sportswear,Shorts,Summit Motion,Apparel/Sportswear,Summit Motion AuroraGrid Shorts,Summit Motion AuroraGrid Shorts engineered for casual/urban on city/commute in any conditions. Built with Nylon and none/dwr protection; insulation: none.,Women,Nylon,Summer,Stone,Casual/Urban,Any,City/Commute,None/DWR,None,"XS,S,M,L,XL",98,4.4
PRD-196CACE0,TrailForge,Apparel/Sportswear,Pants,Summit Motion,Apparel/Sportswear,Summit Motion PioneerThermo Pants,Summit Motion PioneerThermo Pants engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Nylon/Elastane and water resistant protection; insulation: none.,Unisex,Nylon/Elastane,All-season,Charcoal,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Water resistant,None,"XS,S,M,L,XL,XXL",174,4.7
PRD-D5C7CBA1,NorthPeak,Apparel/Sportswear,Shorts,Summit Motion,Apparel/Sportswear,Summit Motion TerraLite Shorts,Summit Motion TerraLite Shorts engineered for trail running on mixed trails in warm/variable conditions. Built with Polyester and none/dwr protection; insulation: none.,Unisex,Polyester,Summer,Forest,Trail Running,Warm/Variable,Mixed Trails,None/DWR,None,"XS,S,M,L,XL,XXL",80,4.9
PRD-BD05B627,AlpineCo,Apparel/Sportswear,Pants,Summit Motion,Apparel/Sportswear,Summit Motion AuroraGrid Pants,Summit Motion AuroraGrid Pants engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Hardshell and water resistant protection; insulation: none.,Women,Hardshell,All-season,Black,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Water resistant,None,"XS,S,M,L,XL",110,4.3
PRD-DD3608C3,TrailForge,Apparel/Sportswear,Base layers/Thermals,Zero Rules,Apparel/Sportswear,Zero Rules AeroLite Base layers/Thermal,Zero Rules AeroLite Base layers/Thermal engineered for alpine climbing on alpine/rock/ice in cold/variable conditions. Built with Merino Blend and weather resistant protection; insulation: thermal.,Women,Merino Blend,Winter,Black,Alpine Climbing,Cold/Variable,Alpine/Rock/Ice,Weather Resistant,Thermal,"XS,S,M,L,XL",139,4.8
PRD-C4B52CAF,NorthPeak,Apparel/Sportswear,Base layers/Thermals,Zero Rules,Apparel/Sportswear,Zero Rules SierraShield Base layers/Thermal,Zero Rules SierraShield Base layers/Thermal engineered for snowboarding on snow/mountain in cold/wet conditions. Built with Merino Wool and weather resistant protection; insulation: thermal.,Women,Merino Wool,Winter,Black,Snowboarding,Cold/Wet,Snow/Mountain,Weather Resistant,Thermal,"XS,S,M,L,XL",68,4.3
PRD-7C726A49,AlpineCo,Apparel/Sportswear,Base layers/Thermals,Zero Rules,Apparel/Sportswear,Zero Rules AuroraGrid Base layers/Thermal,Zero Rules AuroraGrid Base layers/Thermal engineered for alpine climbing on alpine/rock/ice in cold/variable conditions. Built with Merino Blend and weather resistant protection; insulation: thermal.,Unisex,Merino Blend,Winter,Teal,Alpine Climbing,Cold/Variable,Alpine/Rock/Ice,Weather Resistant,Thermal,"XS,S,M,L,XL,XXL",84,4.4
PRD-E458D9BA,TrailForge,Apparel/Sportswear,Shirts,Zero Rules,Apparel/Sportswear,Zero Rules AtlasX Shirt,Zero Rules AtlasX Shirt engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Nylon and none/dwr protection; insulation: none.,Women,Nylon,All-season,Moss,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,None/DWR,None,"XS,S,M,L,XL",47,4.2
PRD-DA4AF696,NorthPeak,Apparel/Sportswear,Base layers/Thermals,Zero Rules,Apparel/Sportswear,Zero Rules AuroraX Base layers/Thermal,Zero Rules AuroraX Base layers/Thermal engineered for backpacking on mixed trails in variable conditions. Built with Merino Blend and weather resistant protection; insulation: thermal.,Unisex,Merino Blend,Winter,Teal,Backpacking,Variable,Mixed Trails,Weather Resistant,Thermal,"XS,S,M,L,XL,XXL",120,4.4
PRD-F244A97A,AlpineCo,Apparel/Sportswear,Shirts,Zero Rules,Apparel/Sportswear,Zero Rules SierraFlex Shirt,Zero Rules SierraFlex Shirt engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Merino Blend and none/dwr protection; insulation: none.,Unisex,Merino Blend,All-season,Charcoal,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,None/DWR,None,"XS,S,M,L,XL,XXL",44,4.3
PRD-75BFBE10,TrailForge,Apparel/Sportswear,Base layers/Thermals,Zero Rules,Apparel/Sportswear,Zero Rules PioneerX Base layers/Thermal,Zero Rules PioneerX Base layers/Thermal engineered for skiing on snow/mountain in cold/wet conditions. Built with Synthetic Poly and weather resistant protection; insulation: thermal.,Women,Synthetic Poly,Winter,Stone,Skiing,Cold/Wet,Snow/Mountain,Weather Resistant,Thermal,"XS,S,M,L,XL",116,4.8
PRD-2E44D064,NorthPeak,Apparel/Sportswear,Knitwear/Sweaters,Freebound,Apparel/Sportswear,Freebound AtlasPro Knitwear/Sweater,Freebound AtlasPro Knitwear/Sweater engineered for camping on campsite/trails in mild/variable conditions. Built with Lambswool and none/dwr protection; insulation: thermal.,Unisex,Lambswool,Winter,Cobalt,Camping,Mild/Variable,Campsite/Trails,None/DWR,Thermal,"XS,S,M,L,XL,XXL",203,4.6
PRD-08ED206E,AlpineCo,Apparel/Sportswear,Knitwear/Sweaters,Freebound,Apparel/Sportswear,Freebound VentureFlex Knitwear/Sweater,Freebound VentureFlex Knitwear/Sweater engineered for camping on campsite/trails in mild/variable conditions. Built with Cotton/Wool Blend and none/dwr protection; insulation: thermal.,Unisex,Cotton/Wool Blend,Winter,Plum,Camping,Mild/Variable,Campsite/Trails,None/DWR,Thermal,"XS,S,M,L,XL,XXL",178,4.3
PRD-528EFC3C,TrailForge,Apparel/Sportswear,Knitwear/Sweaters,Freebound,Apparel/Sportswear,Freebound AeroGTX Knitwear/Sweater,Freebound AeroGTX Knitwear/Sweater engineered for travel on airport/city in variable conditions. Built with Cotton/Wool Blend and none/dwr protection; insulation: thermal.,Unisex,Cotton/Wool Blend,Winter,Charcoal,Travel,Variable,Airport/City,None/DWR,Thermal,"XS,S,M,L,XL,XXL",151,4.6
PRD-59D93311,NorthPeak,Apparel/Sportswear,Knitwear/Sweaters,Freebound,Apparel/Sportswear,Freebound AeroCore Knitwear/Sweater,Freebound AeroCore Knitwear/Sweater engineered for travel on airport/city in variable conditions. Built with Lambswool and none/dwr protection; insulation: thermal.,Women,Lambswool,Winter,Taupe,Travel,Variable,Airport/City,None/DWR,Thermal,"XS,S,M,L,XL",156,4.6
PRD-E96516ED,AlpineCo,Apparel/Sportswear,Knitwear/Sweaters,Freebound,Apparel/Sportswear,Freebound TerraGrid Knitwear/Sweater,Freebound TerraGrid Knitwear/Sweater engineered for camping on campsite/trails in mild/variable conditions. Built with Lambswool and none/dwr protection; insulation: thermal.,Unisex,Lambswool,Winter,Stone,Camping,Mild/Variable,Campsite/Trails,None/DWR,Thermal,"XS,S,M,L,XL,XXL",141,4.3
PRD-ADCED4D5,TrailForge,Apparel/Sportswear,Knitwear/Sweaters,Freebound,Apparel/Sportswear,Freebound AuroraLite Knitwear/Sweater,Freebound AuroraLite Knitwear/Sweater engineered for casual/urban on city/commute in any conditions. Built with Cotton/Wool Blend and none/dwr protection; insulation: thermal.,Women,Cotton/Wool Blend,Winter,Olive,Casual/Urban,Any,City/Commute,None/DWR,Thermal,"XS,S,M,L,XL",176,4.5
PRD-9A6D5B52,NorthPeak,Apparel/Sportswear,Knitwear/Sweaters,Freebound,Apparel/Sportswear,Freebound PioneerThermo Knitwear/Sweater,Freebound PioneerThermo Knitwear/Sweater engineered for camping on campsite/trails in mild/variable conditions. Built with Lambswool and none/dwr protection; insulation: thermal.,Men,Lambswool,Winter,Cinder,Camping,Mild/Variable,Campsite/Trails,None/DWR,Thermal,"S,M,L,XL,XXL",177,4.3
PRD-540EB1D0,AlpineCo,Apparel/Sportswear,Shirts,Omni-Freeze Edge,Apparel/Sportswear,Omni-Freeze Edge SummitX Shirt,Omni-Freeze Edge SummitX Shirt engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Nylon and none/dwr protection; insulation: none.,Women,Nylon,All-season,Olive,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,None/DWR,None,"XS,S,M,L,XL",90,4.6
PRD-E149A2D9,TrailForge,Apparel/Sportswear,Shirts,Omni-Freeze Edge,Apparel/Sportswear,Omni-Freeze Edge AeroFlex Shirt,Omni-Freeze Edge AeroFlex Shirt engineered for casual/urban on city/commute in any conditions. Built with Recycled Polyester and none/dwr protection; insulation: none.,Women,Recycled Polyester,All-season,Forest,Casual/Urban,Any,City/Commute,None/DWR,None,"XS,S,M,L,XL",82,4.3
PRD-C64F74BE,NorthPeak,Apparel/Sportswear,Shirts,Omni-Freeze Edge,Apparel/Sportswear,Omni-Freeze Edge GlacierCore Shirt,Omni-Freeze Edge GlacierCore Shirt engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Nylon and none/dwr protection; insulation: none.,Men,Nylon,All-season,Taupe,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,None/DWR,None,"S,M,L,XL,XXL",77,4.3
PRD-AF419A5D,AlpineCo,Apparel/Sportswear,Shirts,Omni-Freeze Edge,Apparel/Sportswear,Omni-Freeze Edge SierraGrid Shirt,Omni-Freeze Edge SierraGrid Shirt engineered for summer hiking on dry trails in warm/dry conditions. Built with Merino Blend and none/dwr protection; insulation: none.,Men,Merino Blend,All-season,Charcoal,Summer Hiking,Warm/Dry,Dry Trails,None/DWR,None,"S,M,L,XL,XXL",78,4.5
PRD-B0FFA34B,TrailForge,Apparel/Sportswear,Shirts,Omni-Freeze Edge,Apparel/Sportswear,Omni-Freeze Edge EvergreenLite Shirt,Omni-Freeze Edge EvergreenLite Shirt engineered for summer hiking on dry trails in warm/dry conditions. Built with Nylon and none/dwr protection; insulation: none.,Unisex,Nylon,All-season,Sand,Summer Hiking,Warm/Dry,Dry Trails,None/DWR,None,"XS,S,M,L,XL,XXL",84,4.5
PRD-463D57AF,NorthPeak,Apparel/Sportswear,Shirts,Omni-Freeze Edge,Apparel/Sportswear,Omni-Freeze Edge CascadeCore Shirt,Omni-Freeze Edge CascadeCore Shirt engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Merino Blend and none/dwr protection; insulation: none.,Unisex,Merino Blend,All-season,Plum,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,None/DWR,None,"XS,S,M,L,XL,XXL",49,4.5
PRD-C5453ED4,AlpineCo,Apparel/Sportswear,Shirts,Omni-Freeze Edge,Apparel/Sportswear,Omni-Freeze Edge VentureCore Shirt,Omni-Freeze Edge VentureCore Shirt engineered for trail running on mixed trails in warm/variable conditions. Built with Nylon and none/dwr protection; insulation: none.,Unisex,Nylon,All-season,Olive,Trail Running,Warm/Variable,Mixed Trails,None/DWR,None,"XS,S,M,L,XL,XXL",83,4.5
PRD-AE230969,TrailForge,Apparel/Sportswear,Pants,Cascadia Trail,Apparel/Sportswear,Cascadia Trail AtlasGrid Pants,Cascadia Trail AtlasGrid Pants engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Hardshell and water resistant protection; insulation: none.,Women,Hardshell,All-season,Black,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Water resistant,None,"XS,S,M,L,XL",143,4.2
PRD-AFF05D41,NorthPeak,Apparel/Sportswear,Pants,Cascadia Trail,Apparel/Sportswear,Cascadia Trail SummitFlex Pants,Cascadia Trail SummitFlex Pants engineered for skiing on snow/mountain in cold/wet conditions. Built with Nylon/Elastane and water resistant protection; insulation: none.,Unisex,Nylon/Elastane,Winter,Sky,Skiing,Cold/Wet,Snow/Mountain,Water resistant,None,"XS,S,M,L,XL,XXL",92,4.3
PRD-A1E86969,AlpineCo,Apparel/Sportswear,Pants,Cascadia Trail,Apparel/Sportswear,Cascadia Trail AeroGTX Pants,Cascadia Trail AeroGTX Pants engineered for skiing on snow/mountain in cold/wet conditions. Built with Nylon/Elastane and water resistant protection; insulation: none.,Unisex,Nylon/Elastane,Winter,Cobalt,Skiing,Cold/Wet,Snow/Mountain,Water resistant,None,"XS,S,M,L,XL,XXL",111,4.5
PRD-AABF6BFC,TrailForge,Apparel/Sportswear,Pants,Cascadia Trail,Apparel/Sportswear,Cascadia Trail GlacierPrime Pants,Cascadia Trail GlacierPrime Pants engineered for backpacking on mixed trails in variable conditions. Built with Nylon/Elastane and water resistant protection; insulation: none.,Men,Nylon/Elastane,All-season,Plum,Backpacking,Variable,Mixed Trails,Water resistant,None,"S,M,L,XL,XXL",150,4.3
PRD-7F209224,NorthPeak,Apparel/Sportswear,Pants,Cascadia Trail,Apparel/Sportswear,Cascadia Trail FrontierGrid Pants,Cascadia Trail FrontierGrid Pants engineered for backpacking on mixed trails in variable conditions. Built with Hardshell and water resistant protection; insulation: none.,Men,Hardshell,All-season,Stone,Backpacking,Variable,Mixed Trails,Water resistant,None,"S,M,L,XL,XXL",165,4.6
PRD-7F1D0EF0,AlpineCo,Apparel/Sportswear,Pants,Cascadia Trail,Apparel/Sportswear,Cascadia Trail RidgeLite Pants,Cascadia Trail RidgeLite Pants engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Softshell and water resistant protection; insulation: none.,Men,Softshell,All-season,Sand,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Water resistant,None,"S,M,L,XL,XXL",175,4.4
PRD-336686D6,TrailForge,Apparel/Sportswear,Shirts,Cascadia Trail,Apparel/Sportswear,Cascadia Trail EvergreenLite Shirt,Cascadia Trail EvergreenLite Shirt engineered for casual/urban on city/commute in any conditions. Built with Recycled Polyester and none/dwr protection; insulation: none.,Unisex,Recycled Polyester,All-season,Stone,Casual/Urban,Any,City/Commute,None/DWR,None,"XS,S,M,L,XL,XXL",69,4.4
PRD-449B9757,NorthPeak,Apparel/Sportswear,Base layers/Thermals,Alpine Ridge,Apparel/Sportswear,Alpine Ridge CascadeX Base layers/Thermal,Alpine Ridge CascadeX Base layers/Thermal engineered for snowboarding on snow/mountain in cold/wet conditions. Built with Merino Wool and weather resistant protection; insulation: thermal.,Unisex,Merino Wool,Winter,Olive,Snowboarding,Cold/Wet,Snow/Mountain,Weather Resistant,Thermal,"XS,S,M,L,XL,XXL",70,4.8
PRD-0E969A7A,AlpineCo,Apparel/Sportswear,Base layers/Thermals,Alpine Ridge,Apparel/Sportswear,Alpine Ridge AtlasCore Base layers/Thermal,Alpine Ridge AtlasCore Base layers/Thermal engineered for skiing on snow/mountain in cold/wet conditions. Built with Synthetic Poly and weather resistant protection; insulation: thermal.,Women,Synthetic Poly,Winter,Charcoal,Skiing,Cold/Wet,Snow/Mountain,Weather Resistant,Thermal,"XS,S,M,L,XL",90,4.2
PRD-DC7B1EC8,TrailForge,Apparel/Sportswear,Base layers/Thermals,Alpine Ridge,Apparel/Sportswear,Alpine Ridge StormThermo Base layers/Thermal,Alpine Ridge StormThermo Base layers/Thermal engineered for snowboarding on snow/mountain in cold/wet conditions. Built with Merino Wool and weather resistant protection; insulation: thermal.,Women,Merino Wool,Winter,Crimson,Snowboarding,Cold/Wet,Snow/Mountain,Weather Resistant,Thermal,"XS,S,M,L,XL",99,4.2
PRD-3C8661C8,NorthPeak,Apparel/Sportswear,Base layers/Thermals,Alpine Ridge,Apparel/Sportswear,Alpine Ridge FrontierGTX Base layers/Thermal,Alpine Ridge FrontierGTX Base layers/Thermal engineered for alpine climbing on alpine/rock/ice in cold/variable conditions. Built with Merino Wool and weather resistant protection; insulation: thermal.,Men,Merino Wool,Winter,Charcoal,Alpine Climbing,Cold/Variable,Alpine/Rock/Ice,Weather Resistant,Thermal,"S,M,L,XL,XXL",107,4.8
PRD-3CADFC3F,AlpineCo,Apparel/Sportswear,Base layers/Thermals,Alpine Ridge,Apparel/Sportswear,Alpine Ridge SierraCore Base layers/Thermal,Alpine Ridge SierraCore Base layers/Thermal engineered for alpine climbing on alpine/rock/ice in cold/variable conditions. Built with Merino Wool and weather resistant protection; insulation: thermal.,Women,Merino Wool,Winter,Cinder,Alpine Climbing,Cold/Variable,Alpine/Rock/Ice,Weather Resistant,Thermal,"XS,S,M,L,XL",64,4.3
PRD-E422924E,TrailForge,Apparel/Sportswear,Base layers/Thermals,Alpine Ridge,Apparel/Sportswear,Alpine Ridge SierraLite Base layers/Thermal,Alpine Ridge SierraLite Base layers/Thermal engineered for alpine climbing on alpine/rock/ice in cold/variable conditions. Built with Merino Wool and weather resistant protection; insulation: thermal.,Men,Merino Wool,Winter,Forest,Alpine Climbing,Cold/Variable,Alpine/Rock/Ice,Weather Resistant,Thermal,"S,M,L,XL,XXL",85,4.6
PRD-8CBAA7A4,NorthPeak,Apparel/Sportswear,Base layers/Thermals,Alpine Ridge,Apparel/Sportswear,Alpine Ridge AuroraPro Base layers/Thermal,Alpine Ridge AuroraPro Base layers/Thermal engineered for snowboarding on snow/mountain in cold/wet conditions. Built with Merino Blend and weather resistant protection; insulation: thermal.,Unisex,Merino Blend,Winter,Plum,Snowboarding,Cold/Wet,Snow/Mountain,Weather Resistant,Thermal,"XS,S,M,L,XL,XXL",79,4.3
PRD-C14821B8,AlpineCo,Apparel/Sportswear,Pants,EverTrek,Apparel/Sportswear,EverTrek SierraCore Pants,EverTrek SierraCore Pants engineered for fishing on riverbank/boat in cool/wet conditions. Built with Nylon/Elastane and water resistant protection; insulation: none.,Unisex,Nylon/Elastane,All-season,Moss,Fishing,Cool/Wet,Riverbank/Boat,Water resistant,None,"XS,S,M,L,XL,XXL",113,4.2
PRD-1EA58E79,TrailForge,Apparel/Sportswear,Pants,EverTrek,Apparel/Sportswear,EverTrek SummitLite Pants,EverTrek SummitLite Pants engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Softshell and water resistant protection; insulation: none.,Women,Softshell,All-season,Teal,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Water resistant,None,"XS,S,M,L,XL",132,4.7
PRD-EAF3787C,NorthPeak,Apparel/Sportswear,Pants,EverTrek,Apparel/Sportswear,EverTrek HorizonThermo Pants,EverTrek HorizonThermo Pants engineered for skiing on snow/mountain in cold/wet conditions. Built with Nylon/Elastane and water resistant protection; insulation: none.,Unisex,Nylon/Elastane,Winter,Cinder,Skiing,Cold/Wet,Snow/Mountain,Water resistant,None,"XS,S,M,L,XL,XXL",165,4.3
PRD-47F4CB61,AlpineCo,Apparel/Sportswear,Pants,EverTrek,Apparel/Sportswear,EverTrek EvergreenPrime Pants,EverTrek EvergreenPrime Pants engineered for fishing on riverbank/boat in cool/wet conditions. Built with Hardshell and water resistant protection; insulation: none.,Unisex,Hardshell,All-season,Crimson,Fishing,Cool/Wet,Riverbank/Boat,Water resistant,None,"XS,S,M,L,XL,XXL",174,4.6
PRD-C530E66C,TrailForge,Apparel/Sportswear,Pants,EverTrek,Apparel/Sportswear,EverTrek EvergreenGrid Pants,EverTrek EvergreenGrid Pants engineered for fishing on riverbank/boat in cool/wet conditions. Built with Hardshell and water resistant protection; insulation: none.,Women,Hardshell,All-season,Olive,Fishing,Cool/Wet,Riverbank/Boat,Water resistant,None,"XS,S,M,L,XL",105,4.7
PRD-963BC3D3,NorthPeak,Apparel/Sportswear,Pants,EverTrek,Apparel/Sportswear,EverTrek HorizonThermo Pants,EverTrek HorizonThermo Pants engineered for trail hiking on dirt/rocky trails in mild/variable conditions. Built with Nylon/Elastane and water resistant protection; insulation: none.,Unisex,Nylon/Elastane,All-season,Cinder,Trail Hiking,Mild/Variable,Dirt/Rocky Trails,Water resistant,None,"XS,S,M,L,XL,XXL",192,4.8
